,id,regular.code,is.pnl,is.margin,is.fitness,is.sharpe,train.pnl,train.margin,train.fitness,train.sharpe
248,7wNvAKv,"add(0.7577*-ts_vector_proj(vec_avg(nws12_afterhsz_3s), vec_avg(nws12_prez_01l), 30), 0.9902*-ts_vector_proj(news_atr_ratio, vec_avg(nws12_prez_atrratio), 30), filter=True)",13354360,0.000227,0.39,1.16,5329749.0,0.000124,0.24,0.95
245,ngdeN0M,"add(0.6288*ts_vector_neut(correlation_last_360_days_spy, vec_avg(nws12_prez_allvwap), 30), 0.0947*-ts_corr(vec_avg(nws12_afterhsz_close_vol), vec_avg(nws12_mainz_prevday), 5), filter=True)",5813507,0.000167,0.3,1.03,2824703.0,0.000112,0.22,0.95
18,LpNVgpa,"add(0.6615*ts_vector_neut(anl4_qf_az_eps_number, vec_avg(nws12_afterhsz_vol_ratio), 30), 0.3037*-ts_corr(anl4_capex_flag, vec_avg(anl4_fsactualqfv4_actual), 30), filter=True)",6545836,0.000124,0.28,1.14,3845459.0,9.8e-05,0.21,0.95
423,KbNWveN,"ts_corr(vec_avg(nws12_afterhsz_eodhigh), vec_avg(nws12_prez_spylast), 250)",4844166,0.002577,0.61,0.98,2557604.0,0.001925,0.51,0.95
433,vLrNzn3,"-ts_vector_proj(news_vol_stddev, vec_avg(nws12_afterhsz_prevday), 10)",7554701,0.000108,0.26,1.12,4659466.0,8.9e-05,0.2,0.95
80,xxrd0Zn,"add(0.4871*-ts_vector_proj(news_mins_5_pct_up, vec_avg(nws12_mainz_1l), 10), 0.2118*-min(vec_avg(nws12_afterhsz_open_vol), vec_avg(nws12_afterhsz_prevday)), filter=True)",23214735,0.000327,0.4,0.99,15249734.0,0.000295,0.37,0.95
224,EwpdY81,"add(0.4002*-ts_vector_proj(news_mins_7_5_pct_up, vec_avg(nws12_afterhsz_4l), 10), 0.4843*-ts_corr(unsystematic_risk_last_360_days, vec_avg(nws12_afterhsz_range), 60), filter=True)",20710814,0.000723,0.56,0.93,11332029.0,0.00057,0.51,0.95
323,jZa1A1O,"add(0.7032*-ts_vector_proj(vec_avg(nws12_mainz_02l), vec_avg(nws12_mainz_2l), 250), 0.7356*-ts_covariance(vec_avg(nws12_mainz_tonlast), rp_nip_labor, 180), filter=True)",7639576,0.000717,0.59,0.98,4314707.0,0.00064,0.54,0.95
140,z9ba19O,"add(0.1654*-ts_corr(vec_avg(anl4_adxqfv110_median), anl4_netprofita_mean, 5), 0.6037*-tanh(vec_avg(nws12_prez_curr_vol)), 0.6626*-regression_neut(est_bookvalue_ps, vec_avg(scl12_alltype_typevec)), filter=True)",6747171,0.000228,0.44,1.31,2964787.0,0.00012,0.23,0.94
453,PpZAvYx,"-ts_vector_proj(news_max_up_ret, vec_avg(nws12_afterhsz_tonlast), 10)",20027651,0.000347,0.45,1.07,10030073.0,0.00023,0.32,0.94
158,PpgdJxK,"add(0.9906*-ts_corr(news_atr14, vec_avg(nws12_mainz_volstddev), 10), 0.6406*-ts_covariance(vec_avg(anl4_basicdetailrec_ratingvalue), vec_avg(nws18_ssc), 5), 0.4745*ts_covariance(rp_css_mna, vec_avg(scl12_alltype_sentvec), 180), filter=True)",3087930,0.000153,0.36,1.31,1356900.0,9.4e-05,0.2,0.94
23,5wg8EA6,#NAME?,5040657,0.000167,0.3,1.03,3321933.0,0.000158,0.26,0.94
144,roeXZdJ,"add(0.0987*-ts_corr(anl4_rd_exp_number, vec_avg(nws12_afterhsz_vol_ratio), 180), 0.7316*-ts_corr(anl4_capex_value, est_bookvalue_ps, 10), filter=True)",7985605,0.003836,1.14,1.43,3073745.0,0.002153,0.56,0.94
174,EwR7rPP,"add(0.5901*-ts_vector_proj(vec_avg(nws12_mainz_spyclose), vec_avg(nws12_prez_rangeamt), 30), 0.1608*-ts_vector_neut(news_session_range, low, 180), filter=True)",6557420,0.000103,0.24,1.05,3927403.0,8.5e-05,0.19,0.94
303,5wQJl6X,"-ts_vector_neut(vec_avg(nws12_afterhsz_maxdnamt), vec_avg(nws12_prez_eodlow), 10)",10702269,0.000151,0.29,1.06,6969312.0,0.00013,0.24,0.94
298,eO9GdXO,"-ts_corr(news_open_vol, vec_avg(nws12_mainz_lowexcstddev), 5)",3426542,0.000112,0.23,0.95,2002014.0,9.2e-05,0.2,0.94
333,LpKnjwL,"add(0.2732*ts_av_diff(vec_avg(nws12_prez_57p), 180), 0.0529*-ts_vector_neut(news_session_range, vec_avg(nws12_prez_mainvwap), 180), filter=True)",40271138,0.00055,0.57,1.09,23892372.0,0.000443,0.44,0.94
120,7wLKRMx,"add(0.5769*-regression_neut(news_high_exc_stddev, pcr_vol_all), 0.448*ts_covariance(vec_avg(nws12_afterhsz_open_vol), vec_avg(nws12_afterhsz_postvwap), 10), 0.4633*ts_co_skewness(anl4_cff_value, anl4_fcfps_high, 250), filter=True)",12300890,0.00043,0.47,1.02,9062460.0,0.000466,0.45,0.94
17,5wzeO65,"ts_theilsen(vec_avg(nws12_afterhsz_spyclose), cap, 250)",40088586,0.01321,2.11,1.18,20756579.0,0.012053,1.44,0.94
472,roO0jY8,"add(0.4123*-ts_corr(anl4_ebitda_std, est_bookvalue_ps, 30), 0.4003*-ts_vector_proj(unsystematic_risk_last_90_days, vec_avg(nws12_afterhsz_highexcstddev), 5), 0.7929*-max(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_afterhsz_rangestddev)), filter=True)",8629129,0.000178,0.4,1.34,3855994.0,0.000111,0.22,0.94
360,lVK6n97,"-ts_covariance(anl4_bvps_low, anl4_qf_az_wol_spfc, 180)",28800644,0.020224,1.53,1.01,20064064.0,0.019032,1.42,0.94
122,37on5n6,"add(0.749*-ts_covariance(vec_avg(anl4_cuo1actualqfv110_actual), anl4_rd_exp_flag, 10), 0.3614*-ts_covariance(vec_avg(nws12_mainz_4l), vec_avg(nws12_mainz_57l), 5), 0.6079*-ts_vector_neut(vec_avg(nws12_mainz_rangestddev), vec_avg(nws12_prez_allvwap), 180), filter=True)",48981384,0.000997,0.69,0.98,31867438.0,0.000878,0.62,0.94
398,Vp0gJEY,"ts_max_diff(vec_avg(anl4_detailltv4v104_est), 5)",9426661,0.000398,0.42,0.95,6484687.0,0.000395,0.42,0.94
484,m8mgaNx,"add(0.0333*max(rp_ess_earnings, rp_ess_revenue), 0.2516*arc_sin(vec_avg(nws18_ghc_lna)), 0.5623*ts_zscore(implied_volatility_put_30, 60), filter=True)",4709430,0.000124,0.32,1.28,2018012.0,7.5e-05,0.18,0.94
99,Ew6Er61,"add(0.623*ts_entropy(vec_avg(nws12_allz_result2), 10), 0.9563*-ts_corr(anl4_ptpr_high, anl4_totgw_median, 180), filter=True)",5582673,0.00051,0.6,1.19,2484755.0,0.000332,0.38,0.94
283,g1bZJRg,"add(0.7111*-ts_co_skewness(news_atr14, news_prev_close, 250), 0.9773*ts_backfill(snt_buzz_bfl, 30), 0.5783*-ts_corr(vec_avg(anl4_ads1detailqfv110_estvalue), vec_avg(anl4_fsguidanceafv4_maxguidance), 250), filter=True)",8973317,0.00018,0.43,1.42,2662378.0,7.5e-05,0.18,0.93
225,Wpb5nNx,"add(0.3845*-ts_vector_neut(vec_avg(anl4_eaz2lrec_ratingvalue), vec_avg(nws18_bam), 10), 0.9783*-ts_vector_proj(news_mins_2_pct_dn, vec_avg(nws12_prez_57s), 180), filter=True)",49078420,0.000689,0.7,1.19,26702827.0,0.000513,0.47,0.93
313,ngagqL8,"add(0.1491*-ts_vector_neut(news_prev_day_ret, vec_avg(nws12_prez_mov_vol), 10), 0.4017*-ts_corr(vec_avg(nws12_mainz_newssess), vec_avg(nws18_nip), 5), filter=True)",4283121,9.5e-05,0.18,0.84,2390349.0,7.7e-05,0.18,0.93
447,EwpJOe9,"-ts_vector_neut(vec_avg(nws12_afterhsz_5p), vec_avg(nws12_mainz_4p), 30)",11111718,0.000168,0.27,0.92,6939513.0,0.000153,0.26,0.93
28,27ww6b6,"regression_neut(implied_volatility_call_1080, implied_volatility_mean_60)",9359446,0.000295,0.36,0.94,5936549.0,0.000268,0.34,0.93
519,eO9vMRl,"ts_median(vec_avg(nws12_mainz_result_vs_index), 180)",5648703,0.002118,0.61,0.9,3058773.0,0.001666,0.55,0.93
292,8z3Z0LV,"-regression_proj(vec_avg(nws12_afterhsz_volstddev), vec_avg(nws12_prez_volstddev))",12610004,0.000178,0.43,1.44,5521457.0,0.000104,0.21,0.93
114,AwVk2Ae,"add(0.8965*ts_vector_proj(implied_volatility_mean_skew_10, parkinson_volatility_90, 60), 0.832*-ts_vector_neut(vec_avg(nws12_prez_allticks), vec_avg(nws12_prez_spyclose), 180), 0.7348*-ts_corr(vec_avg(anl4_ady_numest), anl4_netprofit_value, 30), filter=True)",27544333,0.000574,0.51,0.96,6595248.0,0.000182,0.28,0.93
127,RpER25d,"-ts_corr(rp_nip_insider, rp_nip_legal, 180)",9357998,0.006496,0.98,1.13,5116490.0,0.005184,0.71,0.93
364,GwOa2jx,"-ts_vector_proj(news_mins_7_5_pct_dn, vec_avg(nws12_prez_57l), 250)",65409657,0.001426,0.79,0.94,47554414.0,0.001495,0.8,0.93
440,dxbnXaj,"-ts_vector_proj(news_mins_5_pct_dn, news_mins_7_5_pct_up, 180)",48815958,0.000674,0.51,0.88,33184181.0,0.000647,0.53,0.93
517,Oprg8Pq,"-ts_vector_neut(vec_avg(anl4_basicdetailrec_ratingvalue), vec_avg(nws18_ssc), 10)",2290102,3.5e-05,0.12,0.88,1527875.0,3.3e-05,0.12,0.93
366,YpMrO9v,"-ts_backfill(anl4_bvps_high, 60)",13969827,0.048163,1.04,0.98,7644785.0,0.035989,0.87,0.93
353,QaKlYLg,"add(0.2953*ts_theilsen(anl4_ebitda_number, anl4_tot_gw_ft, 10), 0.054*-ts_corr(vec_avg(anl4_adxqfv110_pu), vec_avg(anl4_basicconafv110_numest), 30), filter=True)",4883991,0.000595,0.68,1.24,2074296.0,0.000377,0.4,0.93
136,lVKJVwN,"-ts_vector_neut(news_atr_ratio, vec_avg(nws12_prez_reportsess), 30)",16022204,0.000206,0.55,1.72,4494496.0,8.3e-05,0.19,0.93
12,27mrLpZ,#NAME?,18632046,0.000265,0.44,1.21,9810652.0,0.000187,0.28,0.92
512,Aw0plwe,"-ts_vector_neut(vec_avg(nws12_afterhsz_lowexcstddev), vec_avg(nws12_prez_prevwap), 180)",6260208,9.8e-05,0.26,1.18,3529043.0,7.4e-05,0.18,0.92
250,qAxOpdV,"add(0.9016*-ts_vector_neut(news_indx_perf, news_open_gap, 5), 0.8773*-ts_vector_neut(anl4_ebitda_std, anl4_netprofit_value, 10), filter=True)",7395649,0.000311,0.39,0.98,4382683.0,0.000243,0.32,0.92
90,ngv2Ekw,"add(0.0592*ts_vector_neut(vec_avg(nws12_afterhsz_mainvwap), low, 10), 0.4765*-ts_corr(vec_avg(nws12_afterhsz_atrratio), vec_avg(nws12_mainz_mktcap), 5), filter=True)",5439087,0.000149,0.24,0.87,3716297.0,0.000131,0.24,0.92
535,adLALXO,"-regression_neut(news_session_range_pct, vec_avg(nws12_afterhsz_spyclose))",29598525,0.00038,0.51,1.18,13483010.0,0.000243,0.32,0.92
276,z98rorR,"add(0.54*-ts_vector_neut(vec_avg(nws12_prez_lowexcstddev), vec_avg(nws12_prez_rangestddev), 60), 0.2949*-ts_corr(news_mov_vol, vec_avg(nws12_prez_mov_vol), 5), 0.4704*-ts_vector_neut(vec_avg(nws12_mainz_newrecord), rp_nip_society, 30), filter=True)",5140627,0.000128,0.27,1.07,3336598.0,0.000121,0.23,0.92
304,oK6awW5,"-ts_vector_proj(news_atr_ratio, vec_avg(nws12_prez_atrratio), 30)",9726390,0.000162,0.38,1.34,3989028.0,9.1e-05,0.2,0.92
315,17W7OqQ,"add(0.5069*-ts_vector_proj(vec_avg(nws12_mainz_01p), vec_avg(nws12_prez_5p), 250), 0.2169*ts_entropy(correlation_last_90_days_spy, 250), filter=True)",29518001,0.001001,0.83,1.18,14687537.0,0.000741,0.56,0.92
16,9wWZo39,"ts_corr(anl4_epsr_mean, est_epsr, 5)",22442730,0.003228,1.5,1.18,12012423.0,0.002605,1.05,0.92
540,NpQqNAw,"-min(vec_avg(anl4_adxqfv110_numest), anl4_bvps_mean)",15791302,0.000683,0.68,1.16,7531778.0,0.000493,0.46,0.92
97,wRQlRRx,"add(0.0347*-ts_co_skewness(news_pe_ratio, vec_avg(nws12_prez_range), 60), 0.0291*-ts_vector_neut(vec_avg(nws12_prez_atrratio), adv20, 10), filter=True)",9440055,0.000666,0.5,0.86,5880494.0,0.000618,0.51,0.92
184,5wgxJ35,"add(0.7086*ts_vector_proj(anl4_fcfps_low, anl4_fcfps_mean, 30), 0.5182*-ts_corr(pcr_oi_10, pcr_vol_30, 5), filter=True)",8592268,0.000715,0.54,0.91,6086514.0,0.000702,0.55,0.92
402,17X2qrz,"-ts_vector_proj(news_mins_1_chg, vec_avg(nws12_mainz_01p), 180)",38003143,0.00063,0.5,0.89,26650283.0,0.000652,0.53,0.92
392,YpMX8lR,"-min(vec_avg(anl4_basicdetailqfv110_bk), vec_avg(anl4_baz1v110_bk))",7730576,9.6e-05,0.22,1.0,4809348.0,8.5e-05,0.19,0.92
437,5wzkxpk,"-ts_vector_neut(vec_avg(nws12_afterhsz_maxdnamt), vec_avg(nws12_mainz_maxupamt), 30)",11711161,0.000151,0.26,0.93,7999909.0,0.000141,0.24,0.92
399,Kbr0OYN,"ts_corr(vec_avg(nws12_prez_eodhigh), vec_avg(nws12_prez_spylast), 250)",8899082,0.007513,0.81,0.96,4444759.0,0.005428,0.65,0.92
71,eOaoawp,"add(0.7094*-ts_theilsen(anl4_netdebt_high, anl4_tbvps_high, 10), 0.1767*regression_neut(news_mins_5_chg, vec_avg(nws12_prez_4p)), filter=True)",42875716,0.000514,0.59,1.16,25233396.0,0.000435,0.43,0.92
55,m8K2Kox,"add(0.2795*-ts_co_skewness(vec_avg(anl4_guiafv4_est), anl4_netdebt_high, 60), 0.8485*-ts_backfill(returns, 10), filter=True)",8226725,0.000233,0.34,0.99,3824846.0,0.000161,0.26,0.92
395,adxvjjO,"-ts_vector_proj(vec_avg(nws12_mainz_02l), vec_avg(nws12_mainz_2l), 250)",41437814,0.000486,0.61,1.23,21385239.0,0.000357,0.39,0.92
491,vLrk8Pv,"add(0.3438*ts_vector_proj(fscore_surface, snt_buzz, 30), 0.9394*-ts_vector_neut(news_indx_perf, vec_avg(nws12_prez_short_interest), 60), 0.9271*-ts_corr(rp_ess_assets, rp_ess_equity, 10), filter=True)",5508504,0.000126,0.23,0.92,3344841.0,0.000102,0.21,0.92
458,NpV9npp,"add(0.1436*regression_proj(rp_css_earnings, rp_css_ratings), 0.3962*-ts_corr(anl4_adjusted_netincome_ft, anl4_gric_high, 30), 0.0209*-ts_covariance(vec_avg(nws18_qep), vec_avg(nws18_sse), 30), filter=True)",6596471,0.000826,0.62,0.96,3956677.0,0.000985,0.61,0.91
191,qA09Nav,"add(0.6131*-ts_theilsen(vec_avg(nws12_mainz_eodvwap), vec_avg(nws12_mainz_tonhigh), 30), 0.7098*-ts_vector_proj(vec_avg(nws12_mainz_3l), vec_avg(nws12_prez_4s), 5), filter=True)",15729184,0.000459,0.41,0.86,9457109.0,0.000429,0.42,0.91
345,YpMk9kl,"add(0.3735*ts_co_skewness(news_mins_2_pct_dn, vec_avg(nws12_mainz_02l), 30), 0.3371*-ts_vector_proj(vec_avg(nws12_mainz_02l), vec_avg(nws12_mainz_2l), 250), filter=True)",42525322,0.000502,0.63,1.25,21676350.0,0.000364,0.39,0.91
509,Npa19r8,"add(0.8139*-ts_covariance(vec_avg(nws12_mainz_120_min), vec_avg(nws12_mainz_60_min), 250), 0.0351*-ts_vector_neut(vec_avg(anl4_basicconqfv110_down), anl4_ebitda_number, 60), 0.1419*regression_neut(vec_avg(nws12_afterhsz_close_vol), vec_avg(nws12_prez_prevclose)), filter=True)",7762205,0.000266,0.42,1.14,2998535.0,0.000118,0.22,0.91
68,Mp6mq6a,"add(0.9927*ts_co_skewness(anl4_netprofita_median, anl4_ptp_median, 10), 0.866*-ts_corr(vec_avg(nws12_mainz_maxup), rp_nip_earnings, 10), filter=True)",4063969,0.00015,0.27,0.98,2383512.0,0.000125,0.23,0.91
253,QabO0Vw,"add(0.5623*-ts_vector_neut(news_low_exc_stddev, vec_avg(nws12_prez_close_vol), 250), 0.7241*-ts_vector_proj(news_max_up_ret, vec_avg(nws12_afterhsz_maxup), 250), filter=True)",9507633,0.000146,0.26,0.96,5011616.0,0.000105,0.21,0.91
40,37Gx8pZ,"add(0.6009*-min(vec_avg(nws12_prez_mainvwap), vec_avg(nws12_prez_prevday)), 0.7261*-ts_covariance(historical_volatility_180, implied_volatility_mean_1080, 30), filter=True)",11857985,0.000178,0.27,0.92,7029729.0,0.00014,0.24,0.91
397,9wWL6Ee,"-ts_vector_proj(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_prez_dayopen), 5)",11184671,0.000203,0.36,1.13,6674424.0,0.000158,0.25,0.9
78,wRoKWOY,"add(0.6213*-ts_vector_proj(anl4_qf_az_dts_spe, anl4_qfd1_azeps, 180), 0.4434*ts_covariance(anl4_capex_low, anl4_rd_exp_low, 10), filter=True)",17246866,0.00117,0.63,0.83,10060980.0,0.000996,0.64,0.9
89,17NdMjX,"add(0.5368*-ts_corr(anl4_bvps_flag, news_eps_actual, 180), 0.9032*-ts_vector_neut(historical_volatility_30, implied_volatility_put_90, 60), filter=True)",6303862,0.000429,0.38,0.82,3668335.0,0.000364,0.38,0.9
363,ngPR953,"-ts_vector_neut(vec_avg(anl4_fsdtlestmtqfv4_item), vec_avg(anl4_fsguidanceafv4_item), 30)",3397341,0.000365,0.38,0.89,2298677.0,0.000378,0.39,0.9
32,RpbmNlz,#NAME?,6822361,0.000263,0.32,0.89,5497609.0,0.000305,0.35,0.9
146,07rvaxp,"add(0.4271*-ts_vector_neut(news_low_exc_stddev, vec_avg(nws12_mainz_prevwap), 30), 0.9109*-max(vec_avg(nws12_allz_reportsess), vec_avg(nws12_prez_rangeamt)), filter=True)",8760194,0.000154,0.23,0.83,5030789.0,0.000116,0.22,0.9
177,5wgb0Az,"add(0.9757*ts_vector_neut(vec_avg(nws18_bam), vec_avg(scl12_alltype_buzzvec), 10), 0.0719*-ts_vector_proj(news_mins_2_pct_dn, vec_avg(nws12_prez_57s), 180), filter=True)",21996112,0.000303,0.41,1.06,9622068.0,0.000178,0.27,0.9
166,Rp63GXg,"add(0.3971*-ts_vector_proj(news_mins_10_pct_up, vec_avg(nws12_afterhsz_4l), 10), 0.6189*-ts_theilsen(news_ton_low, vec_avg(nws12_mainz_eodhigh), 5), filter=True)",39354173,0.000693,0.81,1.38,15016022.0,0.000369,0.39,0.9
287,37XX90P,"add(0.3011*-ts_vector_neut(news_low_exc_stddev, vec_avg(nws12_mainz_reportsess), 10), 0.5811*-ts_vector_neut(fscore_surface, rp_css_credit_ratings, 30), 0.2001*-ts_co_skewness(news_eod_high, vec_avg(nws12_prez_eodvwap), 5), filter=True)",11353281,0.000153,0.32,1.14,6961289.0,0.00013,0.23,0.9
268,KbNmQLp,"add(0.4497*ts_co_skewness(vec_avg(nws12_afterhsz_allticks), pcr_vol_all, 60), 0.712*ts_covariance(vec_avg(anl4_basicconqfv110_pu), anl4_bvps_flag, 60), 0.9413*ts_vector_neut(implied_volatility_call_1080, implied_volatility_mean_90, 250), filter=True)",9522167,0.000736,0.56,0.92,7171085.0,0.000803,0.57,0.9
44,k38XO96,"add(0.8219*-ts_rank(vec_avg(nws12_prez_1p), 5), 0.3458*-ts_corr(news_ton_last, vec_avg(nws12_allz_result2), 10), filter=True)",2892506,0.000102,0.2,0.89,1641377.0,8.9e-05,0.19,0.9
500,QabaPJW,"ts_vector_proj(vec_avg(anl4_basicconafv110_numest), est_bookvalue_ps, 180)",2042195,0.000496,0.36,0.89,1359301.0,0.000478,0.35,0.9
33,lVgz0nx,"add(0.9439*regression_neut(news_mins_5_chg, vec_avg(nws12_prez_4p)), 0.0445*-ts_theilsen(anl4_fcf_median, est_fcf_ps, 250), filter=True)",43604519,0.000548,0.64,1.22,23949624.0,0.000434,0.42,0.9
185,Awv9vlE,"add(0.0808*regression_proj(correlation_last_360_days_spy, news_vol_stddev), 0.8178*ts_corr(vec_avg(nws12_mainz_spyclose), low, 250), filter=True)",9697993,0.003289,0.85,0.96,5127827.0,0.00269,0.69,0.9
64,6wMgOxY,"add(0.219*ts_corr(vec_avg(nws12_mainz_spyclose), low, 250), 0.0036*-ts_corr(news_vol_stddev, vec_avg(nws12_mainz_allvwap), 180), filter=True)",9860936,0.008647,0.86,0.97,5113042.0,0.006586,0.69,0.9
58,Ewm0R89,"add(0.8876*-ts_vector_neut(vec_avg(anl4_basicdetailrec_ratingvalue), vec_avg(nws18_bam), 30), 0.2412*-regression_proj(news_range_stddev, vec_avg(nws12_prez_highexcstddev)), filter=True)",5132916,7.1e-05,0.16,0.87,3347622.0,6.4e-05,0.16,0.9
148,p65OqQx,"add(0.4979*-ts_vector_neut(news_session_range_pct, adv20, 30), 0.1026*-ts_vector_proj(vec_avg(nws12_afterhsz_57s), vec_avg(nws12_prez_5l), 5), filter=True)",28994700,0.000429,0.53,1.15,12852846.0,0.000269,0.33,0.89
532,KbOre6k,"-ts_covariance(rp_css_ratings, snt_buzz, 30)",6569671,0.00057,0.44,0.83,3656181.0,0.000434,0.41,0.89
495,17XdnzQ,"-ts_covariance(fscore_momentum, fscore_quality, 10)",722441,0.002256,0.32,0.87,688857.0,0.002458,0.34,0.89
228,JpN9R6m,"add(0.4579*-ts_vector_neut(news_session_range, low, 30), 0.624*-ts_vector_neut(vec_avg(nws12_afterhsz_lowexcstddev), open, 60), filter=True)",9378909,0.00014,0.26,0.97,4712199.0,9.8e-05,0.2,0.89
396,27mb9jN,"-ts_corr(vec_avg(nws12_mainz_range), vec_avg(nws12_prez_close_vol), 5)",4492221,0.000152,0.25,0.91,2945823.0,0.000141,0.24,0.89
410,z98GvlO,"ts_corr(vec_avg(nws12_mainz_spyclose), low, 250)",9624122,0.008463,0.83,0.95,5104101.0,0.006589,0.68,0.89
413,adbjJV9,"-ts_vector_neut(vec_avg(nws12_afterhsz_rangestddev), vec_avg(nws12_mainz_reportsess), 250)",10207893,0.000151,0.34,1.24,4992547.0,9.7e-05,0.2,0.89
412,z98boJG,"-ts_corr(vec_avg(nws12_afterhsz_peratio), vec_avg(nws12_mainz_prev_vol), 5)",5299552,0.000177,0.28,0.94,3401889.0,0.000161,0.25,0.89
406,27weONZ,"-ts_vector_neut(news_session_range, low, 30)",9452629,0.000136,0.24,0.92,5024888.0,0.000103,0.2,0.89
66,Qa0XalK,"add(0.7354*-ts_vector_proj(news_mins_2_pct_dn, vec_avg(nws12_prez_01s), 180), 0.9426*-ts_co_skewness(vec_avg(nws12_afterhsz_mainvwap), vec_avg(nws12_afterhsz_open_vol), 60), filter=True)",61106160,0.002047,1.01,1.0,34142925.0,0.001911,0.87,0.89
401,vL2Rgvr,"-max(anl4_bvps_mean, anl4_rd_exp_flag)",11386171,0.035384,0.82,0.86,6419172.0,0.028891,0.75,0.88
463,9wj8wMx,"add(0.5717*-ts_covariance(vec_avg(nws12_mainz_maxup), vec_avg(nws12_mainz_result1), 250), 0.5957*-ts_vector_neut(anl4_netprofit_flag, anl4_totassets_number, 180), 0.7638*-ts_corr(vec_avg(nws12_afterhsz_peratio), vec_avg(nws12_mainz_prev_vol), 5), 0.6068*regression_neut(anl4_tot_gw_ft, vec_avg(nws18_ghc_lna)), filter=True)",6092864,0.000974,0.71,1.02,2178004.0,0.000489,0.43,0.88
322,17WJ8QM,"add(0.1845*ts_co_skewness(vec_avg(nws12_afterhsz_spyclose), vec_avg(nws12_prez_41rta), 5), 0.1915*-ts_corr(news_atr14, vec_avg(nws12_mainz_volstddev), 10), filter=True)",3333121,0.000156,0.36,1.29,1363432.0,9.1e-05,0.19,0.88
272,m8mY5Qp,"add(0.5139*ts_vector_neut(snt_buzz, snt_social_value, 30), 0.9738*-ts_vector_proj(news_mins_4_chg, vec_avg(nws12_mainz_2p), 60), 0.5311*ts_vector_neut(call_breakeven_90, option_breakeven_30, 5), filter=True)",7758680,0.000156,0.23,0.84,4942661.0,0.000141,0.23,0.88
326,vLA55Mr,"add(0.5078*ts_corr(news_eod_vwap, news_spy_last, 250), 0.1951*-ts_theilsen(vec_avg(anl4_ady_mean), est_tot_goodwill, 180), filter=True)",9551642,0.008237,0.83,0.95,5027054.0,0.006393,0.67,0.88
108,adKOKE2,"add(0.2697*ts_vector_neut(vec_avg(anl4_adxqfv110_pu), vec_avg(anl4_fsactualqfv4_actual), 30), 0.5205*-ts_corr(vec_avg(nws12_afterhsz_peratio), vec_avg(nws12_mainz_prev_vol), 5), filter=True)",4599272,0.000102,0.23,1.02,2494500.0,7.7e-05,0.17,0.88
380,dxY2eqJ,"add(0.7793*ts_zscore(vec_avg(anl4_fsactualafv4_item), 180), 0.3079*ts_vector_proj(vec_avg(anl4_fsguidanceqfv4_maxguidance), anl4_tbvps_high, 10), filter=True)",2813652,0.000568,0.4,0.85,1931014.0,0.00059,0.41,0.88
106,ZpQoMNZ,"add(0.4126*-ts_corr(vec_avg(nws12_mainz_provider), vec_avg(nws12_mainz_tonlast), 5), 0.5664*-ts_corr(anl4_gric_high, anl4_ptp_value, 30), filter=True)",3126479,0.00013,0.26,1.03,1615218.0,9.8e-05,0.19,0.88
257,oKLRYaJ,"add(0.6243*-ts_corr(anl4_epsr_number, vec_avg(nws12_mainz_opengap), 5), 0.0505*-ts_corr(vec_avg(nws12_allz_newrecord), vec_avg(nws12_mainz_maxupamt), 5), 0.2854*ts_vector_proj(implied_volatility_mean_skew_720, parkinson_volatility_20, 250), 0.6843*-ts_corr(anl4_rd_exp_number, news_eps_actual, 180), filter=True)",4476511,0.000554,0.48,0.91,2446191.0,0.000423,0.4,0.88
473,ngda6p8,"add(0.0391*-ts_vector_neut(vec_avg(nws12_afterhsz_4p), vec_avg(nws12_mainz_4p), 10), 0.3651*-ts_covariance(vec_avg(anl4_adxqfv110_down), anl4_totgw_number, 30), 0.692*ts_corr(vec_avg(nws12_afterhsz_result1), vec_avg(nws12_mainz_maxup), 180), filter=True)",2886261,0.000539,0.5,1.04,1446921.0,0.000479,0.36,0.88
22,07XAPdk,#NAME?,7703562,0.000116,0.25,1.04,3063235.0,6.5e-05,0.16,0.88
358,adxld2W,"-ts_corr(anl4_gric_number, anl4_netprofita_high, 10)",10114097,0.000952,0.72,1.05,4758843.0,0.000657,0.5,0.88
460,Wpb3Avx,"add(0.8683*min(fscore_surface_accel, rp_css_insider), 0.4317*-ts_covariance(news_eod_vwap, vec_avg(nws12_prez_newrecord), 60), 0.3781*ts_vector_neut(vec_avg(anl4_bac1detailafv110_item), vec_avg(anl4_fsdetailrecv4v104_item), 5), 0.5184*-ts_vector_neut(news_low_exc_stddev, news_pe_ratio, 5), filter=True)",3567979,7.6e-05,0.2,1.02,1995234.0,5.4e-05,0.14,0.88
233,9wj2arV,"add(0.9738*-ts_corr(vec_avg(nws12_afterhsz_tonlow), vec_avg(nws12_mainz_eodlow), 5), 0.1924*ts_co_skewness(vec_avg(nws12_prez_rangeamt), returns, 60), 0.8752*-ts_vector_neut(vec_avg(nws12_afterhsz_02s), vec_avg(nws12_afterhsz_2l), 30), 0.8633*ts_vector_proj(implied_volatility_call_1080, implied_volatility_mean_skew_30, 5), filter=True)",3594341,0.000118,0.21,0.88,2245046.0,0.00011,0.21,0.88
